225_ 7	neutral	What happens follows:       Let's start with the software.
134_ 8	neutral	provide no printed manual.
132_ 111	neutral	I returned my 20G iPod 7 months ago and got a Gmini instead.
0_ 147	positive	The instruction manuals and documentation are excellent so that the learning curve will be much less steep.
274_ 13	negative	4) Buttons are quite small and is really a pain exp if one is fond of text messaging.
205_ 1	positive	Overall, I've been very impressed with the player.
79_ 19	positive	The Champ did not start letting a little odor through until well over a year.
100_ 19	neutral	It keeps smells out of your nursery or toddler room!
0_ 66	negative	The disadvantages of this camera is it has been having some trouble with its autofocus on a few occasional pictures, especially quick candid shots where you start up and shot as quick as you can.
3_ 27	positive	If you are just looking for something to keep with you at all times, then this is a great camera choice.
178_ 5	neutral	Though admittedly I am a novice at networking, I am not an idiot and can read directions.
203_ 4	negative	Screen review could be better.
198_ 0	positive	Initially, I was very impressed, after loading 180 songs it seemed to function very well but then it would lock up on me and a battery removal remedied this, I then downloaded the upgrades and everything seemed to be alright.
0_ 96	positive	i highly recommend this camera to anybody looking for a compact camera that can take good quality pictures.
25_ 9	positive	The pictures are uniformly excellent and color rendering is perfect.
267_ 0	positive	I got a 1GB MMC upgrade for this phone and now I can:
242_ 44	neutral	The downloads are for basic and advanced operations.
298_ 6	negative	Norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer.
0_ 5	neutral	I sincerely question the CNET reviewer's ability and/or their bias.
132_ 442	neutral	 Warranty expires only after a year.
107_ 14	positive	Wish I could give it 4 1/2 stars.
243_ 19	neutral	Does all this sound technical?
215_ 5	positive	However after playing with it for three weeks now, I'm convinced, the Zen Micro is superior.
2_ 0	positive	OK, not quite everything...but this camera is so compact that you will have it by your side when you need it.
97_ 4	neutral	Much more hands off and takes any size diapers.
138_ 17	positive	I can go pretty far away from my router and still connect wirelessly.
242_ 17	neutral	As for appearance, well, that's subjective.
132_ 332	positive	  It all sounds great too.
205_ 19	positive	I've dropped the device several times onto hard surfaces, and it still works flawlessly.
189_ 37	neutral	Click on ""Zen Micro Media Explorer"" and then click on ""Transfer Data Between PC and Device"" after that, a File Explorer window opens.
183_ 26	neutral	What is up with nickle and dimeing consumers on the recharge cord?
289_ 0	negative	I had a question about the pros and cons of turning off the Norton firewall vs. the windows firewall, and waited 45 minutes to speak with a tech support representative because I did not have a ""customer priority ID number.""
178_ 12	neutral	I call tech support, which was clearly overseas, and I'm pretty sure he understood me about as well as I understood him.
183_ 20	neutral	If you want to recharge it, you MUST connect it to your computer.
242_ 31	positive	The 6600 (T-Mobile) is the true 'world phone' in that it has the mhz to operate around the globe, including New Zealand and Australia (900) whereas the  6620 (available from Cingular) replaces it w/ 800mhz (some refer to as 850).
107_ 7	neutral	The router is also equipped with an adapter that accepts PC guide bushings.
191_ 9	positive	What I like the most:  - Small and solid feel.
207_ 10	negative	They obviously have quality and reliability problems.
0_ 83	positive	digital zoom is clear too...say you used all 3x optical zoom, try to do digital zoom then...just try not to shake the camera at all and you'll still get a clear good quality picture
132_ 28	neutral	I just don't like it, the weird thing is, I don't know why I dislike it.
79_ 9	positive	It was so easy my toddler would dispose of her on diapers.
205_ 7	positive	One of my favorite features about the player is its ability to sync to Windows Media Player.
186_ 5	neutral	All I can say is what a wonderful choice!
185_ 2	neutral	This proprietory software to download.
198_ 3	neutral	I emailed the company and after 2 days was told to read their Q&A site and then download again.
173_ 3	negative	Was a bit wary because the software is Windows only and I have an iMac.
215_ 15	positive	BUY THE ZEN!""
312_ 8	positive	I've tried the free versions of zone alarm and the free version of sygate and they both have a nice and easy installation and work great!.
190_ 26	neutral	Otherwise, you should get an ipod.
114_ 1	positive	I find it very stable and comfortable to use, it doesn't jump around or make me feel like I need to use a lot of arm strength to keep it under control, and  it has very good visibility to see your cut.
79_ 2	neutral	I can honestly speak to its worth!
0_ 27	neutral	The quality, detail and clarity is much better than the Sony in my opinion.
166_ 1	neutral	Networking computers is quite beyond the capabilities of those, who used to think you had to keep the TV on to record it from your VCR.
214_ 9	neutral	pick it up from the store.
312_ 5	neutral	If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).
255_ 0	neutral	I've been using this phone for 3 days now, and while I admit that seems doesn't seem like very long -- I should also point out that I've been using it almost non-stop.
175_ 4	positive	There is an open-source firmware on the net which has tons of extra features.
140_ 8	neutral	A five minute call to the tech support people was all it took to get the router up and running.
132_ 283	positive	 The design, as mentioned above, is sleek, cool and trendy (and I think trendy = good, but it's always hard to tell these days).
111_ 13	negative	Not a killer problem, but not well done, either.
193_ 8	neutral	The buttons are located on the sides making it difficult to use.
107_ 4	positive	The edge guide is top quality, easy to install and accurate.
49_ 1	neutral	I just took it out of the box, charged the battery, and started taking pictures.
213_ 13	negative	It DOES take some getting used to.
132_ 514	neutral	 It's really no big deal to me, but is worth mentioning.
0_ 108	neutral	But believe me, it's well worth it.
0_ 3	positive	The SD500 rivals the Canon G6 in image quality.
114_ 5	neutral	I prefer to use my mind  to figure out how I'm going to build something not how my tools work.
32_ 18	neutral	I  would also recommend Canon's soft case for the camera, which has a slot to  attach to your belt along with a second nicely finished compartment to hold  an extra battery or memory card.
0_ 143	neutral	If you like to take a look at some pictures shot with this camera by a mediocre photographer please feel fee to check out my picture page at http://community.webshots.com/user/mbs60099
