860973	positive	I hope everyone have a fun and safe Labor Day weekend.
672717	neutral	I checked in at Standard-Downtown (550 S Flower St) on #Yelp ~http
3265543	neutral	The Samsung Galaxy S II captures this talented young soccer star celebrating in style!  - ~http
2774535	positive	I liked a @user video ~http  Nyan Cat [Navi Hey Remix]
1842145	positive	Reading Eat;Pray;Love is very insightful... Definite recommendation :) x
993815	neutral	New Case Study - Shredding move poses insurance problem for Tyre Recycling Services  ~http  #recycling
3160687	neutral	Microsoft Press sponsor Live Blogging at the Microsoft SharePoint Conference: Â  Those nice folks at Microsoft Pr... ~http
390039	positive	Mane dis chicken salad is super bomb
179382	neutral	Schleich selects Epicor for ERP needs | Microsoft News | OnWindows.com ~http  via @user
478573	neutral	Play roles!!!
1474587	neutral	Destined to love? Or destined to hate?
517620	neutral	Who want to buy my t-mobile Samsung galaxy?!
2874266	neutral	My bunny Gucci thinks hes a dog ~http
486283	neutral	Cut the lights on. Gucci Timeee.
2337419	neutral	Lmao Idt no girl I ever messed wit mama tried to get me in bed #youwin
2155292	neutral	I'll be  a guest tonight June 25- 9 PM EDT discussing identity politics and my book: ~http
1398516	neutral	Foot Locker et Nike Sportwears lancent la collection Nike Hyperfuse ~http  #ladycapricemag #footlocker #nikehyperfuse
1113435	neutral	Special Offer from Mad Cat Bicycles ~http  via #constantcontact
282441	neutral	Inside source states Port of Tobruk is operational.
2874001	neutral	Twitter update- Suhel Seth- And who else will go to Tihar Hilton and Rajdeep Sardesai - Tihar has no Space for VIP's. ~http
1692972	neutral	Photo: daisyxbells: ~http
1667809	neutral	Second night in a row iv woken up at exactly 4:10. Not sure I understand.
433594	neutral	.@smithbriana Our September Spotlight Tutorial; Lexis for Microsoft Office; goes live this afternoon: ~http  Enjoy!
129883	neutral	Frost in here ( #teamradio live at ~http )
1777598	negative	Eric Maynor just blew the game and series... #Thunder
902776	neutral	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http
3147982	positive	My mom bought me a new Adidas jacket. I love my mom.
1591702	neutral	Early wake up as again; outta here
3206729	neutral	Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  ~http
